Four_way,150,0.8779796824643836,0.8804545454545455,0,550,{'a': 0.3434126984126984, 'b': 0.6869852941176471, 'c': 0.7958064516129032, 'd': 1.6857142857142857},2023-08-08 21:57:09.823228 
Four_way,200,1.3479177706718077,1.3713881401617252,0,742,{'a': 0.5090960451977401, 'b': 0.978763440860215, 'c': 1.6202762430939226, 'd': 2.2835353535353535},2023-08-08 21:57:09.837873 
Four_way,250,2.424825884855254,2.3466666666666667,0,897,{'a': 0.5192576419213973, 'b': 1.464235807860262, 'c': 2.3792735042735043, 'd': 5.336536585365853},2023-08-08 21:57:09.855843 
Four_way,300,4.45108388802309,4.3396178861788615,0,1230,{'a': 0.4981694915254237, 'b': 2.2595195195195195, 'c': 4.035222929936306, 'd': 11.01142361111111},2023-08-08 21:57:09.877854 
Four_way,350,5.6150401050250105,5.50339233038348,0,1356,{'a': 0.5270857142857143, 'b': 2.790568181818182, 'c': 5.041207430340557, 'd': 14.101299093655589},2023-08-08 21:57:09.906750 
Four_way,150,0.6994607183735118,0.7084175084175084,0,594,{'a': 0.44294871794871793, 'b': 0.5620325203252032, 'c': 0.8316666666666667, 'd': 0.9611949685534591},2023-08-08 22:36:03.083772 
Four_way,200,1.3866156354130004,1.3675675675675676,0,814,{'a': 0.5868981481481481, 'b': 0.8944390243902439, 'c': 1.1779896907216494, 'd': 2.8871356783919597},2023-08-08 22:38:52.139288 
Four_way,250,1.5494998959885358,1.5513217213114754,0,976,{'a': 0.6082329317269076, 'b': 1.2406808510638299, 'c': 1.8733196721311476, 'd': 2.475766129032258},2023-08-08 22:42:43.323330 
Four_way,300,2.252717724406849,2.2579964695498678,0,1133,{'a': 0.8341935483870968, 'b': 1.4949640287769783, 'c': 2.4431418918918917, 'd': 4.238571428571428},2023-08-08 22:47:23.092536 
Four_way,350,3.9246812798545454,3.962923191648024,2,1343,{'a': 0.8660830860534124, 'b': 1.729559748427673, 'c': 2.893670520231214, 'd': 10.209411764705882},2023-08-08 22:52:52.819527 
Four_way,150,0.8267548135291175,0.6656168831168832,0,616,{'a': 0.4072137404580153, 'b': 0.6983076923076923, 'c': 0.9628703703703704, 'd': 1.238627450980392},2023-08-09 12:38:01.105653 
Four_way,200,1.3012936173621636,1.030528905289053,0,813,{'a': 0.5579369627507164, 'b': 1.0151709401709401, 'c': 1.5631654676258993, 'd': 2.0689010989010987},2023-08-09 12:41:03.773670 
Four_way,250,2.027153156578676,1.4194725738396625,0,948,{'a': 0.6038337801608579, 'b': 1.3195723684210527, 'c': 2.094153846153846, 'd': 4.091052631578948},2023-08-09 12:44:59.650480 
Four_way,300,2.8726754651730113,2.016837004405286,1,1136,{'a': 0.6858956916099773, 'b': 1.6608864265927978, 'c': 3.5538197424892704, 'd': 5.5901},2023-08-09 12:49:35.061939 
Four_way,350,8.045210712510709,4.55031534688157,1,1428,{'a': 0.7126883561643835, 'b': 3.662004608294931, 'c': 5.521413043478261, 'd': 22.284736842105264},2023-08-09 12:55:14.839310 
Four_way,150,0.6892926991079451,0.5580910683012259,0,571,{'a': 0.3476734693877551, 'b': 0.5049056603773585, 'c': 0.6514666666666666, 'd': 1.253125},2023-08-11 10:58:39.914848 
Four_way,200,1.0283823683271014,0.8178701298701299,0,770,{'a': 0.4760683760683761, 'b': 1.1057142857142856, 'c': 0.9950344827586207, 'd': 1.5367123287671234},2023-08-11 11:01:22.964887 
Four_way,250,1.6516419723290003,1.3256839872746553,0,943,{'a': 0.6169125683060109, 'b': 1.4343820224719102, 'c': 1.5368894601542415, 'd': 3.0183838383838384},2023-08-11 11:05:09.022543 
Four_way,300,3.2471545403472124,2.6708388704318935,2,1206,{'a': 0.7611111111111111, 'b': 1.8453389830508475, 'c': 3.772, 'd': 6.6101680672268905},2023-08-11 11:09:38.170755 
Four_way,350,6.263772290442424,5.433803773584906,1,1326,{'a': 0.7598003629764065, 'b': 1.8129323308270677, 'c': 9.556177606177606, 'd': 12.926178861788618},2023-08-11 11:16:08.423538 
Four_way,150,0.5858259091928771,0.5096938775510204,0,588,{'a': 0.41510917030567684, 'b': 0.4950840336134454, 'c': 0.7094339622641509, 'd': 0.7236764705882353},2023-08-11 11:51:54.295102 
Four_way,200,1.525868109552992,1.0827040194884288,1,822,{'a': 0.5172477064220183, 'b': 1.0253416149068324, 'c': 2.134, 'd': 2.426883116883117},2023-08-11 11:54:51.926965 
Four_way,250,2.313635196429337,1.5081918081918082,0,1001,{'a': 0.6526666666666667, 'b': 1.1766331658291458, 'c': 4.27378640776699, 'd': 3.1514545454545453},2023-08-11 11:58:51.498595 
Four_way,300,3.668934883422704,2.1332733504712937,0,1167,{'a': 0.6789977728285078, 'b': 1.471804979253112, 'c': 6.935603448275862, 'd': 5.589333333333333},2023-08-11 12:03:45.607622 
Four_way,350,8.62083550913569,4.366158273381295,0,1390,{'a': 0.7490925266903915, 'b': 2.3469818181818183, 'c': 17.118686131386863, 'd': 14.268581560283687},2023-08-11 12:09:15.135047 
